Item,Qty,Price,Link
Raspberry Pi Pico 2Pcs,1,$14.59 ,https://www.amazon.com/Raspberry-Pi-Pico-Development-Integrated/dp/B0BDLHMQ9C/ref=sr_1_1?crid=3HLWCUB48HJ6X&dib=eyJ2IjoiMSJ9.2DgeplSReQxI3NoQG6DUBY9gCzgNllj2yiY8xBkx7JMUW34yh80x4xR3CZBE6yy7_tfyFfoWvmv5LxD4Idl6edUHHHTypvZap_TRUiyagGDAPBkbTYhsvzghc44gBgz8nf_i8EKRk3WjwharvKg3JgiyaTJwb0WdTJA3mkxNaBacYhptYSXQ-wlJVcTdS_jWnH4rPa7dB2wt2VkpEqIX5YYyUi2vKhqHtteAGgnpBDA.aYwY7rWr27JXQH3ualWLxUriI3v4tz81XT691Xubr2g&dib_tag=se&keywords=raspberry+pi+pico&qid=1781469011&sprefix=raspberry+pi+pico%2Caps%2C207&sr=8-1
